6k1/2R5/6K1/8/8/8/8/8 w - - 12 7;25000.0;1
8/8/8/8/1R5K/3k4/8/8 w - - 0 1;10300.0;23
8/8/8/8/1R6/3k2K1/8/8 b - - 1 1;-10400.0;-22
8/8/8/8/1R6/4k1K1/8/8 w - - 2 2;10500.0;21
8/8/8/8/5R2/4k1K1/8/8 b - - 3 2;-10600.0;-20
8/8/8/8/5R2/6K1/3k4/8 w - - 4 3;10700.0;19
8/8/8/8/8/5RK1/3k4/8 b - - 5 3;-10800.0;-18
8/8/8/8/8/5RK1/4k3/8 w - - 6 4;10900.0;17
8/8/8/8/8/5R2/4k1K1/8 b - - 7 4;-11000.0;-16
8/8/8/8/8/5R2/3k2K1/8 w - - 8 5;11100.0;15
8/8/8/8/8/5R2/3k1K2/8 b - - 9 5;-11200.0;-14
8/8/8/8/8/5R2/5K2/3k4 w - - 10 6;11300.0;13
8/8/8/8/8/4KR2/8/3k4 b - - 11 6;-11400.0;-12
8/8/8/8/8/4KR2/2k5/8 w - - 12 7;11500.0;11
8/8/8/8/8/5R2/2k1K3/8 b - - 13 7;-11600.0;-10
8/8/8/8/8/5R2/4K3/2k5 w - - 14 8;11700.0;9
8/8/8/8/8/3K1R2/8/2k5 b - - 15 8;-11800.0;-8
8/8/8/8/8/3K1R2/1k6/8 w - - 16 9;11900.0;7
8/8/8/8/8/5R2/1k1K4/8 b - - 17 9;-12000.0;-6
8/8/8/8/8/5R2/3K4/1k6 w - - 18 10;12100.0;5
8/8/8/8/8/2K2R2/8/1k6 b - - 19 10;-12200.0;-4
8/8/8/8/8/2K2R2/k7/8 w - - 20 11;12300.0;3
8/8/8/8/8/2K5/k7/5R2 b - - 21 11;-12500.0;-2
8/8/8/8/8/k1K5/8/5R2 w - - 22 12;25000.0;1
K4R2/8/8/8/8/8/6k1/8 w - - 0 1;10300.0;23
5R2/1K6/8/8/8/8/6k1/8 b - - 1 1;-10400.0;-22
5R2/1K6/8/8/8/6k1/8/8 w - - 2 2;10500.0;21
5R2/8/2K5/8/8/6k1/8/8 b - - 3 2;-10600.0;-20
5R2/8/2K5/8/6k1/8/8/8 w - - 4 3;10700.0;19
5R2/8/8/3K4/6k1/8/8/8 b - - 5 3;-10800.0;-18
5R2/8/8/3K2k1/8/8/8/8 w - - 6 4;10900.0;17
5R2/8/8/6k1/4K3/8/8/8 b - - 7 4;-11000.0;-16
5R2/8/6k1/8/4K3/8/8/8 w - - 8 5;11100.0;15
8/8/6k1/5R2/4K3/8/8/8 b - - 9 5;-11200.0;-14
8/6k1/8/5R2/4K3/8/8/8 w - - 10 6;11300.0;13
8/6k1/8/4KR2/8/8/8/8 b - - 11 6;-11400.0;-12
8/8/6k1/4KR2/8/8/8/8 w - - 12 7;11500.0;11
8/8/4K1k1/5R2/8/8/8/8 b - - 13 7;-11600.0;-10
8/6k1/4K3/5R2/8/8/8/8 w - - 14 8;11700.0;9
8/6k1/4KR2/8/8/8/8/8 b - - 15 8;-11800.0;-8
6k1/8/4KR2/8/8/8/8/8 w - - 16 9;11900.0;7
6k1/5R2/4K3/8/8/8/8/8 b - - 17 9;-12000.0;-6
7k/5R2/4K3/8/8/8/8/8 w - - 18 10;12100.0;5
7k/5R2/5K2/8/8/8/8/8 b - - 19 10;-12200.0;-4
6k1/5R2/5K2/8/8/8/8/8 w - - 20 11;12300.0;3
6k1/5R2/6K1/8/8/8/8/8 b - - 21 11;-12500.0;-2
7k/5R2/6K1/8/8/8/8/8 w - - 22 12;25000.0;1
8/8/8/3R4/8/1k6/3K4/8 w - - 0 1;11700.0;9
8/8/8/8/3R4/1k6/3K4/8 b - - 1 1;-11800.0;-8
8/8/8/8/3R4/8/1k1K4/8 w - - 2 2;11900.0;7
8/8/8/8/8/3R4/1k1K4/8 b - - 3 2;-12000.0;-6
8/8/8/8/8/3R4/3K4/1k6 w - - 4 3;12100.0;5
8/8/8/8/8/2KR4/8/1k6 b - - 5 3;-12200.0;-4
8/8/8/8/8/2KR4/k7/8 w - - 6 4;12300.0;3
8/8/8/8/8/2K5/k7/3R4 b - - 7 4;-12500.0;-2
8/8/8/8/8/k1K5/8/3R4 w - - 8 5;25000.0;1
8/7R/8/K1k5/8/8/8/8 w - - 0 1;10300.0;23
8/3R4/8/K1k5/8/8/8/8 b - - 1 1;-10400.0;-22
8/3R4/2k5/K7/8/8/8/8 w - - 2 2;10500.0;21
8/8/2k5/K7/3R4/8/8/8 b - - 3 2;-10600.0;-20
8/8/8/K1k5/3R4/8/8/8 w - - 4 3;10700.0;19
3R4/8/8/K1k5/8/8/8/8 b - - 5 3;-10800.0;-18
3R4/8/2k5/K7/8/8/8/8 w - - 6 4;10900.0;17
3R4/8/2k5/8/1K6/8/8/8 b - - 7 4;-11000.0;-16
3R4/2k5/8/8/1K6/8/8/8 w - - 8 5;11100.0;15
8/2k5/8/3R4/1K6/8/8/8 b - - 9 5;-11200.0;-14
8/8/2k5/3R4/1K6/8/8/8 w - - 10 6;11300.0;13
8/8/2k5/8/1K1R4/8/8/8 b - - 11 6;-11400.0;-12
8/1k6/8/8/1K1R4/8/8/8 w - - 12 7;11500.0;11
8/1k6/8/2K5/3R4/8/8/8 b - - 13 7;-11600.0;-10
8/2k5/8/2K5/3R4/8/8/8 w - - 14 8;11700.0;9
8/2k5/8/1K6/3R4/8/8/8 b - - 15 8;-11800.0;-8
8/1k6/8/1K6/3R4/8/8/8 w - - 16 9;11900.0;7
8/1k6/8/1K6/2R5/8/8/8 b - - 17 9;-12000.0;-6
k7/8/8/1K6/2R5/8/8/8 w - - 18 10;12100.0;5
k7/8/1K6/8/2R5/8/8/8 b - - 19 10;-12200.0;-4
1k6/8/1K6/8/2R5/8/8/8 w - - 20 11;12300.0;3
1k6/8/K7/8/2R5/8/8/8 b - - 21 11;-12500.0;-2
k7/8/K7/8/2R5/8/8/8 w - - 22 12;25000.0;1
8/7R/8/1K6/8/8/8/3k4 w - - 0 1;11100.0;15
8/8/8/1K6/8/8/7R/3k4 b - - 1 1;-11200.0;-14
8/8/8/1K6/8/8/7R/4k3 w - - 2 2;11300.0;13
8/8/8/8/2K5/8/7R/4k3 b - - 3 2;-11400.0;-12
8/8/8/8/2K5/8/7R/5k2 w - - 4 3;11500.0;11
8/8/8/8/8/3K4/7R/5k2 b - - 5 3;-11600.0;-10
8/8/8/8/8/3K4/7R/6k1 w - - 6 4;11700.0;9
8/8/8/8/8/3K4/3R4/6k1 b - - 7 4;-11800.0;-8
8/8/8/8/8/3K4/3R4/7k w - - 8 5;11900.0;7
8/8/8/8/4K3/8/3R4/7k b - - 9 5;-12000.0;-6
8/8/8/8/4K3/8/3R4/6k1 w - - 10 6;12100.0;5
8/8/8/8/8/5K2/3R4/6k1 b - - 11 6;-12200.0;-4
8/8/8/8/8/5K2/3R4/7k w - - 12 7;12300.0;3
8/8/8/8/8/6K1/3R4/7k b - - 13 7;-12500.0;-2
8/8/8/8/8/6K1/3R4/6k1 w - - 14 8;25000.0;1
5k2/3K4/8/8/6R1/8/8/8 w - - 0 1;12300.0;3
5k2/8/4K3/8/6R1/8/8/8 b - - 1 1;-12500.0;-2
4k3/8/4K3/8/6R1/8/8/8 w - - 2 2;25000.0;1
4K3/8/8/8/8/7R/8/5k2 w - - 0 1;10300.0;23
4K3/8/8/8/8/8/7R/5k2 b - - 1 1;-10400.0;-22
4K3/8/8/8/8/8/7R/6k1 w - - 2 2;10500.0;21
4K3/8/8/8/8/8/R7/6k1 b - - 3 2;-10600.0;-20
4K3/8/8/8/8/8/R7/7k w - - 4 3;10700.0;19
5K2/8/8/8/8/8/R7/7k b - - 5 3;-10800.0;-18
5K2/8/8/8/8/8/R7/6k1 w - - 6 4;10900.0;17
8/6K1/8/8/8/8/R7/6k1 b - - 7 4;-11000.0;-16
8/6K1/8/8/8/8/R7/7k w - - 8 5;11100.0;15
8/8/6K1/8/8/8/R7/7k b - - 9 5;-11200.0;-14
8/8/6K1/8/8/8/R7/6k1 w - - 10 6;11300.0;13
8/8/8/5K2/8/8/R7/6k1 b - - 11 6;-11400.0;-12
8/8/8/5K2/8/8/R7/5k2 w - - 12 7;11500.0;11
8/8/8/8/4K3/8/R7/5k2 b - - 13 7;-11600.0;-10
8/8/8/8/4K3/8/R7/4k3 w - - 14 8;11700.0;9
8/8/8/8/8/3K4/R7/4k3 b - - 15 8;-11800.0;-8
8/8/8/8/8/3K4/R7/5k2 w - - 16 9;11900.0;7
8/8/8/8/8/4K3/R7/5k2 b - - 17 9;-12000.0;-6
8/8/8/8/8/4K3/R7/6k1 w - - 18 10;12100.0;5
8/8/8/8/8/5K2/R7/6k1 b - - 19 10;-12200.0;-4
8/8/8/8/8/5K2/R7/7k w - - 20 11;12300.0;3
8/8/8/8/8/6K1/R7/7k b - - 21 11;-12500.0;-2
8/8/8/8/8/6K1/R7/6k1 w - - 22 12;25000.0;1
5R2/1k6/8/6K1/8/8/8/8 w - - 0 1;10700.0;19
8/1k6/5R2/6K1/8/8/8/8 b - - 1 1;-10800.0;-18
8/2k5/5R2/6K1/8/8/8/8 w - - 2 2;10900.0;17
8/2k5/4R3/6K1/8/8/8/8 b - - 3 2;-11000.0;-16
3k4/8/4R3/6K1/8/8/8/8 w - - 4 3;11100.0;15
3k4/8/4RK2/8/8/8/8/8 b - - 5 3;-11200.0;-14
8/3k4/4RK2/8/8/8/8/8 w - - 6 4;11300.0;13
8/3k1K2/4R3/8/8/8/8/8 b - - 7 4;-11400.0;-12
3k4/5K2/4R3/8/8/8/8/8 w - - 8 5;11500.0;11
3k4/4RK2/8/8/8/8/8/8 b - - 9 5;-11600.0;-10
2k5/4RK2/8/8/8/8/8/8 w - - 10 6;11700.0;9
2k1K3/4R3/8/8/8/8/8/8 b - - 11 6;-11800.0;-8
1k2K3/4R3/8/8/8/8/8/8 w - - 12 7;11900.0;7
1k1K4/4R3/8/8/8/8/8/8 b - - 13 7;-12000.0;-6
k2K4/4R3/8/8/8/8/8/8 w - - 14 8;12100.0;5
k7/2K1R3/8/8/8/8/8/8 b - - 15 8;-12200.0;-4
8/k1K1R3/8/8/8/8/8/8 w - - 16 9;12300.0;3
8/k1K5/4R3/8/8/8/8/8 b - - 17 9;-12500.0;-2
k7/2K5/4R3/8/8/8/8/8 w - - 18 10;25000.0;1
2K5/8/8/8/8/5k2/8/4R3 w - - 0 1;10300.0;23
8/3K4/8/8/8/5k2/8/4R3 b - - 1 1;-10400.0;-22
8/3K4/8/8/6k1/8/8/4R3 w - - 2 2;10500.0;21
8/8/4K3/8/6k1/8/8/4R3 b - - 3 2;-10600.0;-20
8/8/4K3/8/5k2/8/8/4R3 w - - 4 3;10700.0;19
8/8/5K2/8/5k2/8/8/4R3 b - - 5 3;-10800.0;-18
8/8/5K2/8/6k1/8/8/4R3 w - - 6 4;10900.0;17
8/8/5K2/8/4R1k1/8/8/8 b - - 7 4;-11000.0;-16
8/8/5K2/8/4R3/6k1/8/8 w - - 8 5;11100.0;15
8/8/8/6K1/4R3/6k1/8/8 b - - 9 5;-11200.0;-14
8/8/8/6K1/4R3/5k2/8/8 w - - 10 6;11300.0;13
4R3/8/8/6K1/8/5k2/8/8 b - - 11 6;-11400.0;-12
4R3/8/8/6K1/8/6k1/8/8 w - - 12 7;11500.0;11
5R2/8/8/6K1/8/6k1/8/8 b - - 13 7;-11600.0;-10
5R2/8/8/6K1/8/7k/8/8 w - - 14 8;11700.0;9
5R2/8/8/8/5K2/7k/8/8 b - - 15 8;-11800.0;-8
5R2/8/8/8/5K2/8/6k1/8 w - - 16 9;11900.0;7
5R2/8/8/8/6K1/8/6k1/8 b - - 17 9;-12000.0;-6
5R2/8/8/8/6K1/8/7k/8 w - - 18 10;12100.0;5
5R2/8/8/8/8/5K2/7k/8 b - - 19 10;-12200.0;-4
5R2/8/8/8/8/5K2/8/7k w - - 20 11;12300.0;3
5R2/8/8/8/8/8/5K2/7k b - - 21 11;-12500.0;-2
5R2/8/8/8/8/8/5K1k/8 w - - 22 12;25000.0;1
8/K7/8/8/2R5/8/4k3/8 w - - 0 1;10100.0;25
8/8/1K6/8/2R5/8/4k3/8 b - - 1 1;-10200.0;-24
8/8/1K6/8/2R5/5k2/8/8 w - - 2 2;10300.0;23
8/8/2K5/8/2R5/5k2/8/8 b - - 3 2;-10400.0;-22
8/8/2K5/8/2R5/6k1/8/8 w - - 4 3;10500.0;21
8/8/8/3K4/2R5/6k1/8/8 b - - 5 3;-10600.0;-20
8/8/8/3K4/2R5/5k2/8/8 w - - 6 4;10700.0;19
8/8/8/3K4/4R3/5k2/8/8 b - - 7 4;-10800.0;-18
8/8/8/3K4/4R3/6k1/8/8 w - - 8 5;10900.0;17
8/8/8/4K3/4R3/6k1/8/8 b - - 9 5;-11000.0;-16
8/8/8/4K3/4R3/5k2/8/8 w - - 10 6;11100.0;15
8/8/8/5K2/4R3/5k2/8/8 b - - 11 6;-11200.0;-14
8/8/8/5K2/4R3/6k1/8/8 w - - 12 7;11300.0;13
8/8/8/5K2/5R2/6k1/8/8 b - - 13 7;-11400.0;-12
8/8/8/5K2/5R2/7k/8/8 w - - 14 8;11500.0;11
8/8/8/5K2/6R1/7k/8/8 b - - 15 8;-11600.0;-10
8/8/8/5K2/6R1/8/7k/8 w - - 16 9;11700.0;9
8/8/8/8/5KR1/8/7k/8 b - - 17 9;-11800.0;-8
8/8/8/8/5KR1/7k/8/8 w - - 18 10;11900.0;7
6R1/8/8/8/5K2/7k/8/8 b - - 19 10;-12000.0;-6
6R1/8/8/8/5K2/8/7k/8 w - - 20 11;12100.0;5
6R1/8/8/8/8/5K2/7k/8 b - - 21 11;-12200.0;-4
6R1/8/8/8/8/5K2/8/7k w - - 22 12;12300.0;3
6R1/8/8/8/8/8/5K2/7k b - - 23 12;-12500.0;-2
6R1/8/8/8/8/8/5K1k/8 w - - 24 13;25000.0;1
8/8/3k4/5K1R/8/8/8/8 w - - 0 1;10700.0;19
8/8/3k1K2/7R/8/8/8/8 b - - 1 1;-10800.0;-18
8/3k4/5K2/7R/8/8/8/8 w - - 2 2;10900.0;17
8/3k4/8/4K2R/8/8/8/8 b - - 3 2;-11000.0;-16
8/2k5/8/4K2R/8/8/8/8 w - - 4 3;11100.0;15
8/2k5/4K3/7R/8/8/8/8 b - - 5 3;-11200.0;-14
8/8/2k1K3/7R/8/8/8/8 w - - 6 4;11300.0;13
8/4K3/2k5/7R/8/8/8/8 b - - 7 4;-11400.0;-12
8/2k1K3/8/7R/8/8/8/8 w - - 8 5;11500.0;11
8/2k1K3/7R/8/8/8/8/8 b - - 9 5;-11600.0;-10
2k5/4K3/7R/8/8/8/8/8 w - - 10 6;11700.0;9
2k5/8/3K3R/8/8/8/8/8 b - - 11 6;-11800.0;-8
8/1k6/3K3R/8/8/8/8/8 w - - 12 7;11900.0;7
8/1k1K4/7R/8/8/8/8/8 b - - 13 7;-12000.0;-6
1k6/3K4/7R/8/8/8/8/8 w - - 14 8;12100.0;5
1k6/8/2K4R/8/8/8/8/8 b - - 15 8;-12200.0;-4
k7/8/2K4R/8/8/8/8/8 w - - 16 9;12300.0;3
k7/8/1K5R/8/8/8/8/8 b - - 17 9;-12500.0;-2
1k6/8/1K5R/8/8/8/8/8 w - - 18 10;25000.0;1
8/3k4/1R6/8/8/K7/8/8 w - - 0 1;10500.0;21
8/3k4/1R6/8/1K6/8/8/8 b - - 1 1;-10600.0;-20
8/4k3/1R6/8/1K6/8/8/8 w - - 2 2;10700.0;19
8/4k3/1R6/2K5/8/8/8/8 b - - 3 2;-10800.0;-18
8/5k2/1R6/2K5/8/8/8/8 w - - 4 3;10900.0;17
8/5k2/3R4/2K5/8/8/8/8 b - - 5 3;-11000.0;-16
4k3/8/3R4/2K5/8/8/8/8 w - - 6 4;11100.0;15
4k3/8/4R3/2K5/8/8/8/8 b - - 7 4;-11200.0;-14
5k2/8/4R3/2K5/8/8/8/8 w - - 8 5;11300.0;13
5k2/8/3KR3/8/8/8/8/8 b - - 9 5;-11400.0;-12
8/5k2/3KR3/8/8/8/8/8 w - - 10 6;11500.0;11
8/3K1k2/4R3/8/8/8/8/8 b - - 11 6;-11600.0;-10
6k1/3K4/4R3/8/8/8/8/8 w - - 12 7;11700.0;9
4K1k1/8/4R3/8/8/8/8/8 b - - 13 7;-11800.0;-8
4K3/6k1/4R3/8/8/8/8/8 w - - 14 8;11900.0;7
8/4K1k1/4R3/8/8/8/8/8 b - - 15 8;-12000.0;-6
7k/4K3/4R3/8/8/8/8/8 w - - 16 9;12100.0;5
5K1k/8/4R3/8/8/8/8/8 b - - 17 9;-12200.0;-4
5K2/7k/4R3/8/8/8/8/8 w - - 18 10;12300.0;3
8/5K1k/4R3/8/8/8/8/8 b - - 19 10;-12500.0;-2
7k/5K2/4R3/8/8/8/8/8 w - - 20 11;25000.0;1
8/3K4/8/k7/1R6/8/8/8 w - - 0 1;11100.0;15
1R6/3K4/8/k7/8/8/8/8 b - - 1 1;-11200.0;-14
1R6/3K4/k7/8/8/8/8/8 w - - 2 2;11300.0;13
1R6/2K5/k7/8/8/8/8/8 b - - 3 2;-11400.0;-12
1R6/2K5/8/k7/8/8/8/8 w - - 4 3;11500.0;11
1R6/8/3K4/k7/8/8/8/8 b - - 5 3;-11600.0;-10
1R6/8/k2K4/8/8/8/8/8 w - - 6 4;11700.0;9
1R6/8/k7/2K5/8/8/8/8 b - - 7 4;-11800.0;-8
1R6/k7/8/2K5/8/8/8/8 w - - 8 5;11900.0;7
8/k7/1R6/2K5/8/8/8/8 b - - 9 5;-12000.0;-6
k7/8/1R6/2K5/8/8/8/8 w - - 10 6;12100.0;5
k7/8/1R1K4/8/8/8/8/8 b - - 11 6;-12200.0;-4
8/k7/1R1K4/8/8/8/8/8 w - - 12 7;12300.0;3
8/k1K5/1R6/8/8/8/8/8 b - - 13 7;-12500.0;-2
k7/2K5/1R6/8/8/8/8/8 w - - 14 8;25000.0;1
8/8/8/7k/8/8/8/3R2K1 w - - 0 1;10500.0;21
8/8/8/7k/8/8/7K/3R4 b - - 1 1;-10600.0;-20
8/8/8/6k1/8/8/7K/3R4 w - - 2 2;10700.0;19
8/8/8/6k1/8/8/7K/5R2 b - - 3 2;-10800.0;-18
8/8/8/8/6k1/8/7K/5R2 w - - 4 3;10900.0;17
8/8/8/8/6k1/8/5R1K/8 b - - 5 3;-11000.0;-16
8/8/8/7k/8/8/5R1K/8 w - - 6 4;11100.0;15
